"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Apr 10 (2192)",503,22.94708,357,16.286496,760,34.671533,53,2.417883,8,0.364964,8,0.364964,3,0.136861,1,0.04562,3,0.136861,496,22.627737,
"Apr 17 (1878)",444,23.642173,293,15.601704,652,34.717785,45,2.396166,6,0.319489,16,0.85197,7,0.372737,2,0.106496,9,0.479233,404,21.512247,
"Apr 24 (1247)",266,21.331195,172,13.793103,468,37.530072,40,3.207698,9,0.721732,4,0.32077,3,0.240577,3,0.240577,13,1.042502,269,21.571772,
"May 01 (1005)",168,16.716418,130,12.935323,391,38.905473,46,4.577114,3,0.298507,2,0.199005,2,0.199005,19,1.890547,5,0.497512,239,23.781095,
"May 08 (0639)",77,12.050078,58,9.076682,280,43.818466,36,5.633803,1,0.156495,0,0.0,3,0.469484,25,3.912363,4,0.625978,155,24.256651,
"May 15 (0493)",61,12.373225,60,12.170385,187,37.931034,25,5.070994,2,0.40568,2,0.40568,0,0.0,14,2.839757,20,4.056795,122,24.74645,
"May 22 (0367)",35,9.536785,38,10.354223,123,33.514986,25,6.811989,1,0.27248,1,0.27248,1,0.27248,26,7.084469,16,4.359673,101,27.520436,
"May 29 (0220)",15,6.818182,13,5.909091,73,33.181818,21,9.545455,0,0.0,0,0.0,1,0.454545,16,7.272727,14,6.363636,67,30.454545,
"Jun 05 (0179)",6,3.351955,4,2.234637,53,29.608939,23,12.849162,0,0.0,0,0.0,0,0.0,14,7.821229,27,15.083799,52,29.050279,
"Jun 12 (0187)",6,3.208556,2,1.069519,29,15.508021,16,8.55615,0,0.0,0,0.0,0,0.0,50,26.737968,34,18.181818,50,26.737968,
"Jun 19 (0137)",1,0.729927,1,0.729927,22,16.058394,11,8.029197,0,0.0,0,0.0,0,0.0,46,33.576642,16,11.678832,40,29.19708,
"Jun 26 (0184)",1,0.543478,1,0.543478,32,17.391304,13,7.065217,0,0.0,0,0.0,0,0.0,68,36.956522,27,14.673913,42,22.826087,
"Jul 03 (0165)",0,0.0,1,0.606061,19,11.515152,9,5.454545,0,0.0,0,0.0,0,0.0,96,58.181818,14,8.484848,26,15.757576,
"Jul 10 (0318)",2,0.628931,3,0.943396,16,5.031447,16,5.031447,0,0.0,0,0.0,0,0.0,223,70.125786,27,8.490566,31,9.748428,
"Jul 17 (0429)",0,0.0,1,0.2331,15,3.496503,20,4.662005,0,0.0,0,0.0,1,0.2331,356,82.983683,17,3.962704,19,4.428904,
"Jul 24 (0690)",3,0.434783,1,0.144928,5,0.724638,7,1.014493,0,0.0,0,0.0,1,0.144928,628,91.014493,15,2.173913,30,4.347826,
"Jul 31 (1080)",0,0.0,0,0.0,8,0.740741,6,0.555556,0,0.0,0,0.0,1,0.092593,1017,94.166667,10,0.925926,38,3.518519,
"Aug 07 (1488)",0,0.0,1,0.067204,5,0.336022,6,0.403226,0,0.0,0,0.0,0,0.0,1423,95.63172,8,0.537634,45,3.024194,
"Aug 14 (1724)",0,0.0,0,0.0,4,0.232019,3,0.174014,0,0.0,0,0.0,0,0.0,1656,96.055684,6,0.348028,55,3.190255,
"Aug 21 (1791)",0,0.0,0,0.0,2,0.111669,1,0.055835,0,0.0,0,0.0,0,0.0,1710,95.477387,6,0.335008,72,4.020101,
"Aug 28 (1623)",0,0.0,0,0.0,1,0.061614,3,0.184843,0,0.0,0,0.0,0,0.0,1552,95.625385,8,0.492914,59,3.635243,
"Sep 04 (1242)",0,0.0,0,0.0,1,0.080515,2,0.161031,0,0.0,0,0.0,0,0.0,1184,95.330113,4,0.322061,51,4.10628,
"Sep 11 (1332)",0,0.0,0,0.0,2,0.15015,1,0.075075,0,0.0,0,0.0,0,0.0,1277,95.870871,6,0.45045,46,3.453453,
"Sep 18 (1641)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1577,96.099939,4,0.243754,60,3.656307,
"Sep 25 (1471)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1427,97.008838,11,0.747791,33,2.243372,
"Oct 02 (0836)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,814,97.368421,1,0.119617,21,2.511962,1760
"Oct 09 (0439)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,427,97.266515,0,0.0,12,2.733485,1760
"Oct 16 (???)",,,,,,,,,,,,,,,,,,,,,
"Oct 23 (???)",,,,,,,,,,,,,,,,,,,,,
"Oct 30 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 06 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 13 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 20 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 27 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Dec 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
